Name,BSE Code,NSE Code,Industry,Current Price,Market Capitalization,Free Float,Price to Earning,Price to book value,Dividend yield,Debt to equity,High price,Low price,EASYVESTSCORE,Soundness Score,Holding Score,Strength Score,Quality Score,Growth Score,Short Term Growth Score,AVG GS,Sentiment Score,Growth Rate,Return over 3years,Return over 1year,Return over 6months,Return over 3months,Return over 1month,Volume,Avg Value,Entry,Target,Stop Loss,First Target,Second Target,Third Target,Stop Loss per cent,Target Per cent,RR,EPS  AVG,EPS,Return on capital employed,Return on assets,Return on equity,Price to Sales,Price to Free Cash Flow,EVEBITDA,Minimum Volume,AVG MC,Fourth Target,Fifth Target,volt,G Factor,Is company taking new Debt
Energy Devl.Co.,532219,ENERGYDEV,Power Generation And Supply,21.3,100.85,52.09,,1,0,1.52,36.8,15.6,0,38.24,80,8.57,24.14,18.42,47.62,28.15,45,-36.8,29.76,29.88,11.81,0.95,-14.97,177325,0.38,17.56,14.49,22.74,14.49,16.91,20.91,-6.34,-31.98,5.04,1.49,-0.46,2.91,-0.61,-2.12,3.36,4.6,13.18,0.73,124.45,27.37,37.82,1.1,2,1
National Fitting,531289,,Castings & Forgings,111,100.82,84.41,17.26,1.7,1.35,0.26,194.75,86.5,0,59.59,40,80,58.62,57.89,76.19,63.99,20,36.8,36.44,22.64,-7.73,-0.85,-19.48,3189,0.04,176.9,150.81,151.4,150.81,176.06,217.62,-26.68,35.87,-1.34,8.2,6.43,12.39,6.58,10.22,1.32,48.41,8.26,0.04,127.97,284.87,393.68,1.09,5,1
Bansal Roofing,538546,,Steel - Medium / Small,76.22,100.48,33.02,28.3,3.64,0,0.16,129,58.95,0,76.66,100,62.86,65.52,31.58,23.81,28.99,25,-10.41,38.4,12.94,-20.69,-14.03,-13.51,15189,0.12,102.11,88.78,86.63,88.78,103.64,128.11,-12.01,16.48,-1.37,4.23,2.69,17.2,9.23,13.74,0.95,-402.44,15.67,0.35,124.05,167.7,231.75,1.08,4,1
Winsome Brew.,526471,,Miscellaneous,36.19,100.14,39.78,175.68,2.94,0,0.27,42.49,9.7,0,61.41,80,60,41.38,42.11,38.1,40.77,100,36.8,70.75,256.55,148.73,58.73,29.71,8938,0.03,35.7,18.39,35.92,18.39,21.47,26.54,0.75,-49.18,-65.94,0.17,0.21,1.61,1.12,1.69,72.57,-28.61,68.36,0.08,72.28,34.74,48.01,1.24,2,1
Kaizen Agro,538833,,Trading,19.47,100.11,55.83,834.23,0.42,0,0.01,24.59,10.18,0,48.34,40,68.57,34.48,42.11,61.9,48.71,100,22.28,60.04,64.86,59.59,0.41,-5.9,38692,0.08,18.19,21.3,15.9,14.76,17.23,21.3,22.46,9.4,0.42,0.21,0.06,0.81,0.5,0.56,3.6,-20.03,347.86,0.13,89.36,27.88,38.53,1.1,2,1
Banka Bioloo,,BANKA,Miscellaneous,92.25,100.06,59.47,,2.52,0,0.65,166.8,66.15,0,53.28,80,48.57,27.59,31.58,28.57,30.58,45,-36.8,8.06,27.95,27.33,-20.47,-8.66,19692,0.18,81.72,64.33,103.08,64.33,75.1,92.83,-10.51,-30.27,2.88,2.9,-0.6,3.12,-0.94,-1.63,2,-174.79,30.07,0.31,125.79,121.51,167.92,1.11,3,1
Ansal Housing,507828,,Construction,14.34,99.86,68.47,27.81,0.82,0,3.68,22.72,3.51,0,22.45,0,25.71,44.83,47.37,80.95,58.56,40,-18.28,29.52,245.54,75.95,0.28,14.63,163267,0.23,17.94,6.66,19.21,6.66,7.77,9.6,-25.34,-53.59,2.11,0.42,1.14,12.64,0.18,3.05,0.21,1.07,7.16,0.34,91.28,12.57,17.37,1.38,4,0
Shristi Infra,511411,,Construction,44.95,99.79,23.14,,,0,,62.98,20.25,0,54.41,100,20,41.38,15.79,42.86,24.81,75,,-10.6,102.84,59.06,-1.36,-11.86,5845,0.03,44,42.82,41.15,29.67,34.64,42.82,9.23,-4.74,-0.51,1.44,-18,-4.06,-6.69,,0.86,1.64,-21.83,0.11,92.39,56.05,77.46,1.15,0,0
Raja Bahadur Int,503127,,Construction,3989,99.72,28.78,79.15,8.11,0,12.41,4399,3275,0,56.41,100,25.71,41.38,34.21,95.24,54.55,60,-12.83,11.73,15.62,2.26,0.99,5.12,4,0,3716.59,4879.13,2922.2,4879.13,5695.84,7040.6,36.51,22.31,0.61,449.37,50.4,7.77,0.74,10.76,4.7,-7.14,18.62,0.01,115.11,9216.14,12736.44,1.02,2,1
Shri Krishna,531080,,Construction,35.61,99.71,55.16,22.41,1.22,0,0.62,62.32,25,0,57.45,80,45.71,44.83,31.58,42.86,35.34,30,-15.36,37.83,49.62,-27.1,-4.02,-1.36,395,0,44.95,35.68,39.65,35.68,41.65,51.48,-10.2,0.18,-0.02,2.23,1.59,7.33,2.28,5.6,3.92,12.37,14.69,0,122.25,67.39,93.13,1.1,3,1
Panache Digilife,,PANACHE,Computers - Hardware,83.05,99.66,33.36,27.16,3.13,0,1.02,102.55,58.55,0,66.34,100,60,34.48,36.84,76.19,49.96,25,36.8,13.43,33.95,-4.76,10.59,4.4,6987,0.06,110.19,111.01,86.7,111.01,129.6,160.19,-4.21,33.67,-8,1.88,0.46,12.7,3.69,11.59,1.03,28.29,14.35,0.17,96.66,209.69,289.79,1.05,0,1
Suraj Industries,526211,,Trading,77.27,99.26,66.86,22.36,2.01,0,0.22,147.8,76,0,33.6,30,57.14,10.34,10.53,9.52,10.19,30,-30.48,230.52,-34.82,-25.49,-21.62,-7.87,2355,0.02,89.48,84.23,91.34,84.23,98.33,121.54,-15.4,9,-0.58,6.03,3.49,7.57,4.53,10.08,1.97,,14.43,0.03,143.23,159.09,219.86,1.07,2,0
Atishay,538713,,Computers - Software - Medium / Small,90.31,99.17,17.87,17.87,2.34,0,0.05,99.92,30,0,79.03,100,80,53.45,68.42,85.71,74.19,65,36.8,35.19,170.79,107.94,24.05,30.41,13065,0.12,88.87,56.88,84.47,56.88,66.4,82.08,6.91,-37.02,-5.36,1.14,5.05,18.98,12.39,14.04,2.29,72.51,10.18,0.66,71.46,107.44,148.48,1.16,5,1
Trans India,523752,,Trading,27.89,99.08,49.35,40.44,5.04,0,1.44,44.95,17.25,0,56.34,80,51.43,34.48,39.47,28.57,35.84,45,12.21,121.11,48.59,-9.51,-28.67,-2.69,22500,0.06,40.25,30.95,35.96,30.95,36.13,44.66,-22.43,10.96,-0.49,2.38,0.69,15.9,3.69,26.89,1.27,-12.15,26.68,0.13,110.41,58.45,80.78,1.11,2,1
B N Rathi Sec.,523019,,Finance & Investments,96.28,98.69,43.02,9.37,1.57,1.56,0,126,35,0,69.22,70,65.71,72.41,76.32,52.38,68.34,15,36.8,64.32,148.79,0.4,-19.3,-2.75,7041,0.07,103.37,62.29,99.99,62.29,72.72,89.88,-3.71,-35.3,9.52,13.91,10.27,28.45,5.84,19.71,2.06,7.45,-2.32,0.16,82.11,117.66,162.6,1.18,8,0
Ganga Papers,531813,,Paper,91.35,98.56,34.78,66.6,3.39,0,1.27,191.26,66.2,0,68.34,100,65.71,34.48,36.84,71.43,48.37,40,-15.84,37.68,17.87,10.06,-29.6,-7.63,222,0,108.53,77.35,118.2,77.35,90.3,111.62,-22.71,-15.32,0.67,5.46,1.37,6.93,1.67,5.22,0.4,106.47,19.08,0.01,139.03,146.11,201.92,1.13,2,0
Kemp & Co.,506530,,Construction,912.25,98.52,31.78,,0.47,1.32,0,1169.95,776.15,0,64.17,100,68.57,17.24,15.79,14.29,15.29,65,-36.8,26.48,15.57,-7.57,-16.3,-2.82,10,0,685.59,802.01,723.03,802.01,936.26,1157.31,26.17,-12.08,-0.46,10.03,-2.31,-0.11,-0.1,-0.11,33.4,-97.42,-578.47,0,107.04,1514.92,2093.57,1.04,3,0
Alfred Herbert,505216,,Finance & Investments,1275,98.18,26.73,146.53,0.82,0.27,0,1885.75,671.15,0,63.14,100,68.57,13.79,21.05,42.86,28.32,75,-17.9,24.89,78.35,6.34,-28.97,-24.4,89,0.01,1265.06,1328.24,1165.39,920.47,1074.55,1328.24,9.41,4.18,0.44,28.56,8.69,0.5,0.56,0.59,54.85,-30.12,132.68,0.04,102.28,1738.67,2402.79,1.13,2,0
Teamo Production,533048,TPHQ,Finance & Investments,1.15,98.14,80.77,20.11,0.93,0,0,2.15,0.91,0,46.24,40,71.43,24.14,63.16,66.67,64.33,20,36.8,64.15,-42.79,4.55,-14.81,-4.17,2735691,0.31,2.09,1.73,1.82,1.73,2.01,2.49,-36.73,50.04,-1.36,0.08,0.06,9.19,5.78,6.94,0.21,-5.39,15.08,0.39,131.76,3.26,4.5,1.1,5,0
Tokyo Plast Intl,500418,TOKYOPLAST,Plastics Products,103.1,97.99,39.35,97.99,1.63,0,0.32,138.75,89.15,0,72.45,100,68.57,44.83,31.58,9.52,24.23,50,36.8,-0.15,12.37,-17.19,-6.82,-9.96,10195,0.11,149.19,169.03,117.3,169.03,197.33,243.91,-12.11,63.95,-5.28,1.22,1.05,3.32,1.12,1.68,1.48,110.46,21.78,0.27,108.25,319.28,441.24,1.04,3,1
Everest Organics,524790,,Pharmaceuticals - Indian - Bulk Drugs,122.45,97.96,26.75,699.71,2.14,0,1.26,161.7,97.02,0,59.38,100,37.14,37.93,0,38.1,12.7,25,-15.49,-31.28,20.68,-4.63,-12.63,-8.99,3100,0.04,173.87,183.95,136.71,183.95,214.75,265.45,-10.43,50.23,-4.82,4.5,0.17,6.05,0.07,0.3,0.5,61.1,13.04,0.14,103.49,347.47,480.19,1.05,0,1
Astron Paper,540824,ASTRON,Paper,21,97.56,101.58,,0.64,0,0.53,40.9,19,0,18.24,0,31.43,24.14,5.26,9.52,6.68,25,-29.18,-22.78,-13.04,-27.71,-26.32,-10.06,25285,0.05,33.17,29.17,28,29.17,34.05,42.09,-24.99,38.9,-1.56,1.59,-1.89,-0.72,-2.94,-5.61,0.31,-11.66,35.88,0.05,139.27,55.1,76.14,1.08,2,1
CIL Nova Petro.,533407,,Textiles - Manmade,35.97,97.48,19.02,,1.1,0,0.2,40,15.06,0,47.17,80,40,17.24,5.26,23.81,11.45,75,,31.27,88.92,10.17,9.26,31.81,9413,0.03,18.85,20.62,24.72,14.29,16.68,20.62,45.51,-42.68,-0.94,2.28,0.3,-3.35,-3.21,-3.68,,6.49,-83.91,0.18,74.61,26.99,37.3,1.12,2,1
BLB,532290,BLBLIMITED,Finance & Investments,18.45,96.88,116.91,37.12,1.01,0,0,52.73,17.25,0,50.28,40,80,27.59,39.47,28.57,35.84,30,-22.84,42.32,-1.86,-12.56,-63.1,-10.44,118997,0.22,34.16,23.34,32.59,23.34,27.25,33.68,-43.38,26.5,-0.61,1.65,0.49,4.88,2.66,2.75,0.31,-20.8,17.04,0.19,185.1,44.09,60.93,1.14,5,0
Mangalam Alloys,,MAL,Steel - Medium / Small,39.15,96.64,55.96,8.43,0.72,0,1.12,80,32.55,0,56.41,80,45.71,41.38,44.74,4.76,31.41,5,36.8,,,-27.3,-22.48,-9.48,72000,0.28,76.14,61.04,66.89,61.04,71.26,88.08,-41.47,55.92,-1.35,5.46,4.65,11.31,3.45,14.51,0.32,10.4,7.24,0.5,139,115.3,159.34,1.1,3,0
Regency Ceramics,515018,REGENCERAM,Ceramics - Tiles / Sanitaryware,37,96.42,38.03,,,0,,50.95,22.15,0,45.34,80,20,34.48,18.42,52.38,29.74,75,,201.5,44.25,-10.84,12.8,7.56,297,0,23.1,28,31.49,19.4,22.65,28,17.51,-24.33,-1.39,0.53,-3.71,-186.11,-14.01,,44.64,11.53,-31.34,0,96.49,36.65,50.65,1.09,1,1
Naman In-Store,,NAMAN,Engineering,91,95.99,33.17,10.35,,0,0.97,146,88,0,73.55,100,62.86,55.17,39.47,0,26.32,0,36.8,,,,,-23.08,36800,0.33,156.99,166.85,123.43,166.85,194.78,240.77,-26.28,83.35,-3.17,42.28,8.79,47.05,16,158.46,0.66,-20.55,6.48,1.01,122.85,315.17,435.55,1.05,3,1
Holmarc Opto,,HOLMARC,Engineering,95.4,95.88,40.68,27.95,4.02,0,0,153.05,65,0,79.1,100,74.29,60.34,50,9.52,36.51,30,31.43,,,-20.93,-5.54,-4.6,6000,0.06,146.74,121.25,127.3,121.25,141.55,174.97,-25.06,27.1,-1.08,5.64,3.41,36.4,20.68,29.57,2.87,96.04,15.44,0.14,109.03,229.04,316.52,1.09,3,0
KBS India,530357,,Finance & Investments,8.86,95.87,84.7,1369.62,2.87,0,0,14.37,7.61,0,29.14,0,71.43,13.79,39.47,90.48,56.47,25,-4.63,176.31,-13.98,-2.21,-12.8,-16.65,51038,0.05,9.55,9.16,8.88,9.16,10.7,13.22,-0.23,3.42,-14.69,0.46,0.01,0.51,0.2,0.22,55.1,1307.25,198.85,0.05,118.91,17.31,23.92,1.06,3,0
Deepak,544036,,Dyes And Pigments,87.87,95.47,32.99,14.4,2.24,0,0.04,159.6,65,0,75.52,100,71.43,51.72,39.47,0,26.32,20,16.21,,,,-6.52,-10.59,30400,0.27,150.31,120.59,132.02,120.59,140.77,174.01,-33.44,37.23,-1.11,9.76,6.1,52.11,27.9,42.18,1.89,98.74,8.07,0.81,122.41,227.77,314.78,1.1,4,1
Patdiam Jeweller,539401,,Diamond Cutting / Jewellery,221,95.41,26.07,15.46,1.78,0,0.18,254,215,0,67.31,100,65.71,31.03,55.26,9.52,40.02,85,2.03,42.73,,-4.74,-2.62,-3.05,0,0,216.44,323.06,170.18,323.06,377.14,466.18,29.86,46.18,1.55,27.61,14.29,15.36,8.81,11.52,0.92,39.11,8.49,0,100.84,610.23,843.32,1.01,4,1
Vaswani Industri,533576,VASWANI,Steel - Sponge Iron,31.75,95.4,51,10.56,0.78,0,0.27,62.55,19.04,0,72.52,80,82.86,51.72,63.16,76.19,67.5,5,36.8,33.65,41.74,33.12,-39,-13.25,12587,0.04,50.31,32.54,47.67,32.54,37.99,46.96,-33.39,2.49,-0.07,3.55,3.01,13.23,4.63,7.71,0.25,5.78,4.44,0.08,122.39,61.47,84.95,1.16,6,0
Sam Industries,532005,,Construction,86.02,95.38,24.01,8.9,1.41,0,0.39,126.35,45.5,0,71.48,100,62.86,48.28,60.53,19.05,46.7,5,36.8,80.41,67.19,27.06,1.32,-9.74,3576,0.03,117.36,86.14,106.65,86.14,100.55,124.29,-19.35,0.13,-0.01,13.13,9.67,16.46,12.82,17.17,9.62,9.6,9.21,0.13,95.38,162.7,224.85,1.12,4,1
Blue Pebble,,BLUEPEBBLE,Miscellaneous,233.05,95.09,30.95,25.36,,0,0,381.4,189.05,0,80.62,100,77.14,62.07,42.11,0,28.07,0,36.8,,,,,-16.51,12000,0.28,390.19,358.45,322.44,358.45,418.45,517.24,-27.72,53.81,-1.94,2573.62,12.5,146.92,42.76,119.43,4.31,108.17,18.31,0.9,116.94,677.07,935.69,1.07,3,0
Emerald Finance,538882,,Finance & Investments,31.49,94.92,27.87,22.93,2.02,0.32,0.31,39.46,18.05,0,70.21,100,82.86,20.69,60.53,19.05,46.7,70,19.52,20.38,37.45,28.79,17.28,-3.52,13864,0.04,34.36,34.9,29.14,29.9,34.9,43.14,8.05,10.83,1.35,1.5,1.37,12.39,7.03,9.17,7.13,-6.99,15.08,0.16,86.55,56.47,78.04,1.08,4,1
Sambhaav Media,511630,SAMBHAAV,Entertainment / Electronic Media Software,5.1,94.79,32.48,90.27,1.17,0,0.16,6.52,2.65,0,78.48,100,82.86,48.28,60.53,76.19,65.75,50,36.8,24.39,85.45,36,-16.39,-2.86,36991,0.02,6.27,5.02,5.51,5.02,5.87,7.25,-7.48,-1.48,0.2,0.1,0.03,3.08,0.99,1.27,2.37,14.63,12.71,0.06,87.62,9.49,13.12,1.1,3,0
Aztec Fluids,544177,,Computers - Hardware,69.61,94.67,28.54,29.59,,0,0.37,90,68.55,0,82.14,100,80,63.79,26.32,0,17.54,80,4.61,,,,,,66000,0.46,75.08,100.84,59.04,100.84,117.72,145.52,17.91,44.87,2.5,23.58,16.35,23.71,11.04,23.06,1.75,68.93,19.8,1.61,107.81,190.48,263.24,1.02,1,1
KCK Industries,,KCK,Food - Processing - Indian,172,94.6,35.01,59.13,4.27,0,1.04,192.9,20.05,0,53.81,70,57.14,31.03,47.37,9.52,34.75,85,36.8,,616.67,602.04,192.27,60.9,2000,0.03,145.66,38.02,163.08,38.02,44.38,54.86,5.47,-77.9,-14.25,6.73,2.91,9.33,2.58,14.26,1.23,-4.7,21.38,0.1,58.56,71.81,99.24,1.6,3,1
MCON Rasayan,,MCON,Paints / Varnishes,150,94.56,29.45,42.21,6.04,0,1.02,179.35,101,0,78.69,100,65.71,68.97,55.26,9.52,40.02,30,36.8,,47.93,7.6,-3.23,17.23,16000,0.24,191.76,191.5,151.63,191.5,223.56,276.34,-1.07,27.67,-25.79,3.16,3.55,21.29,7.39,16.75,2.24,-14.96,19.2,0.81,88.31,361.72,499.89,1.05,3,1
Peria Kara. Tea,,PKTEA,Tea,305,94.42,37.16,17.68,0.49,0.16,0.11,399,240.35,0,72.45,100,68.57,44.83,47.37,47.62,47.45,15,36.8,8.98,21.27,5.9,-18.16,-4.91,543,0.02,429.02,455.72,337.32,455.72,532,657.6,-9.58,49.41,-5.16,28.39,17.44,4.16,2.41,2.86,1.76,34.85,8.48,0.04,99.1,860.8,1189.59,1.05,4,1
Zenith Exports,512553,ZENITHEXPO,Leather / Leather Products,174.65,94.29,42.2,314.29,1.17,0,0.07,204,83,0,70.45,80,82.86,44.83,26.32,33.33,28.65,75,-24.25,20.41,103.55,-1.19,-5.77,-6.83,3399,0.06,135.61,156.87,126.07,108.71,126.91,156.87,38.53,-10.18,-0.26,3.26,0.56,1.78,0.31,0.38,1.15,10.77,28.93,0.14,77.49,205.35,283.78,1.1,4,0
Mukesh Babu Fin.,530341,,Finance & Investments,135.05,94.13,32.88,16.04,0.33,0.89,0.1,171.95,81,0,65.21,100,68.57,20.69,34.21,19.05,29.16,70,-15.89,-3.3,63.52,8.6,-11.18,-6.77,139,0,127.72,132.35,107.31,113.37,132.35,163.6,25.85,-2,-0.08,8.43,8.45,3.62,1.73,2.4,5.61,48.15,10.7,0.01,88.53,214.15,295.95,1.08,4,1
Sungarner Energ.,,SEL,Electric Equipment,405.45,94.01,29.86,90.4,9.84,0,0.6,524.35,150,0,70.45,100,62.86,44.83,47.37,9.52,34.75,55,36.8,,,88.58,34.21,6.46,8400,0.34,461.26,284.41,443.3,284.41,332.01,410.4,-8.54,-29.85,3.5,6.76,4.49,25.91,10.25,32.4,5.23,-44.83,48.08,1.14,77.55,537.21,742.41,1.17,2,1
Global Pet Indus,,GLOBALPET,Engineering,96,93.96,23.54,51.63,3.84,0,0,123.9,50.2,0,73.48,100,68.57,48.28,42.11,9.52,31.24,95,6.85,,,-4.95,-13.51,-3.03,1500,0.01,99.65,114.94,87.66,79.65,92.98,114.94,9.52,19.73,2.07,2.45,2.1,27.29,8.29,19.87,2.4,-34.63,31.25,0.06,85.31,150.45,207.92,1.1,3,0
Rishi Laser,526861,,Engineering,102.08,93.81,57.51,10.75,1.74,0,0.22,120.15,28.4,0,44.14,0,71.43,63.79,57.89,85.71,67.17,50,36.8,89.71,252.24,53.11,18.71,7.23,23604,0.24,101.61,53.85,101.58,53.85,62.86,77.7,0.49,-47.25,-95.55,7.48,9.5,17.12,9.66,17.71,0.67,17.81,7.72,0.42,68.33,101.71,140.56,1.23,5,1
Emerald Leisures,507265,,Hotels,187.3,93.77,22.17,,,0,,206.85,79.8,0,37.21,80,8.57,20.69,31.58,47.62,36.93,75,,45.66,120.35,25.66,14.24,64.66,1435,0.03,148.79,165.69,132.71,114.82,134.04,165.69,41.13,-11.54,-0.28,3.56,-19.44,6.24,-14.11,,5.94,-41.68,34.02,0.12,71.66,216.89,299.73,1.11,3,1
Rolta India,500366,ROLTA,Computers - Software - Medium / Small,5.65,93.73,73.34,,,0,,7.45,1.6,0,11.24,0,11.43,24.14,7.89,9.52,8.44,75,,-2.79,264.52,156.82,50.67,-18.12,120097,0.07,4.86,3.44,4.94,2.38,2.78,3.44,14.27,-39.18,-2.75,0.12,-53.72,-6.48,-21.46,,5.36,13.69,-148.45,0.09,75.07,4.5,6.22,1.26,0,1
Nagreeka Exports,521109,NAGREEKEXP,Textiles - Cotton/Blended,30.1,93.6,47.77,15.57,0.64,0,1.13,49.76,21.99,0,67.48,80,71.43,48.28,52.63,33.33,46.2,20,32.8,32.36,29.41,-3.96,-16.62,-11.6,35876,0.11,47.93,40.72,41.08,40.72,47.53,58.76,-26.73,35.28,-1.32,4.48,1.92,6.14,1.78,4.66,0.17,4.14,9.88,0.23,111.93,76.91,106.29,1.09,3,0
Globe Intl. Car.,,GICL,Miscellaneous,37.5,93.45,58.51,37.83,1.73,0.67,0.35,77.7,34.6,0,66.31,80,82.86,31.03,47.37,9.52,34.75,40,26.92,52.76,-8.25,-18.03,-42.17,-12.59,6000,0.02,68.34,58.37,58.45,58.37,68.14,84.23,-35.84,55.65,-1.55,0.98,0.99,10.98,4.08,8.74,0.82,500.22,19.96,0.04,139.81,110.25,152.37,1.09,3,1
Vruddhi Engineer,544157,,Trading,370,93.38,15.41,163.82,,0,1.07,370.1,71,0,67.41,100,57.14,41.38,39.47,4.76,27.9,100,36.8,,,,,177.88,98000,3.63,301.71,194.26,312.89,134.62,157.15,194.26,18.25,-47.5,-2.6,163.64,3.09,22.39,7.28,26.89,4.28,-36.56,59.69,23.53,55.14,254.28,351.41,1.29,2,1
Mena Mani Inds.,531127,,Trading,9.3,93.32,41.62,622.14,,0,,13,3.06,0,63.41,80,65.71,41.38,31.58,42.86,35.34,75,-23.42,86.66,213.13,0.65,-20.78,19.54,26633,0.02,6.72,5.12,8.03,3.55,4.14,5.12,15.76,-44.92,-2.85,0.04,0.01,4.51,0.58,,7.28,-329.22,116.09,0.06,80.54,6.71,9.27,1.23,0,1
Maitreya,,MAITREYA,Healthcare,137.7,93.31,31.39,31.63,3.09,0,0.19,229.45,113.9,0,77.55,100,74.29,55.17,13.16,9.52,11.95,25,-30.77,,,-7.83,-23.71,-22.01,22400,0.31,184.34,169.51,152.26,169.51,197.89,244.61,-9.56,23.1,-2.42,10.49,4.38,15.86,8.27,15.17,1.92,78.03,14.74,0.98,116.74,320.19,442.5,1.07,2,0
F Mec Intl. Fin.,539552,,Finance & Investments,104.89,93.27,40.11,119.57,7.6,0,0.17,118.85,24,0,47.28,40,71.43,27.59,63.16,38.1,54.8,100,36.8,,348.82,3.04,-7.34,11.05,1123,0.01,97.71,45.51,100.48,45.51,53.12,65.66,4.39,-56.62,-12.9,0.89,0.88,11.6,7.63,9.79,25.01,-74.09,81.19,0.03,63.57,85.95,118.79,1.28,5,1
Shalimar Wires,532455,,Textiles - Products,21.79,93.17,31.47,,2.69,0,2.59,30.3,12.5,0,39.48,40,31.43,48.28,31.58,33.33,32.16,75,-36.8,38.06,64.7,-3.92,-10.73,-9.66,8234,0.02,13.52,15.8,18.73,10.95,12.78,15.8,16.37,-27.49,-1.68,0.25,0.34,9.74,-0.3,-1.52,0.73,5.62,7.15,0.06,91.59,20.68,28.58,1.1,2,1
Ansal Buildwell,523007,,Construction,126.15,93.1,43.2,6.42,0.76,0,0.26,191.75,66.65,0,58.45,80,48.57,44.83,47.37,0,31.58,5,36.8,40.74,74,37.15,-31.57,-15.87,12429,0.16,176.75,126.37,162.11,126.37,147.52,182.35,-22.18,0.18,-0.01,28.16,19.65,13.06,2.92,12.53,2.25,5.11,4.62,0.36,95.61,238.7,329.88,1.13,5,0
UR Sugar,539097,,Trading,17.73,93.09,60.25,166.22,5.13,0,0,20.3,11,0,41.45,0,80,44.83,26.32,23.81,25.48,80,36.8,-6.87,22.44,17.89,18.2,1.14,194445,0.34,21.41,20.86,17.16,20.86,24.35,30.1,3.31,17.63,5.33,0.16,0.11,4.52,3.06,3.13,,232.71,88.84,0.57,82.16,39.4,54.44,1.06,1,0
Clara Industries,543435,,Packaging,225,93.03,40.62,21.84,2.26,0.22,0.04,264,141.55,0,67.41,80,77.14,41.38,34.21,9.52,25.98,90,2.44,,9.89,32.35,25.24,-2.41,9960,0.22,209.37,236.47,168.45,202.56,236.47,292.3,33.57,5.1,0.15,10.59,10.16,45.91,27.08,45.56,7.34,-8.9,14.12,0.55,83.14,382.62,528.77,1.06,2,0
VSF Projects,519331,,Construction,56.43,92.78,50.21,,1.84,0,0.63,82.72,25.42,0,39.1,80,22.86,10.34,28.95,38.1,32,75,-36.8,116.9,54.43,56.97,41.89,22.89,11553,0.07,34.17,32.13,51.12,22.27,25.99,32.13,10.39,-43.06,-4.15,0.24,21.55,-0.3,-0.19,-0.56,421.73,-10.79,-1343.89,0.13,88.67,42.06,58.12,1.16,4,1
B C C Fuba India,517246,,Electronics - Components,60.6,92.78,56.21,24.68,4.77,0,0.46,81.53,27.85,0,59.69,40,71.43,68.97,52.63,28.57,44.61,25,36.8,65.49,82.31,-1.66,14.95,-12.2,12567,0.08,74.82,52.8,68.93,52.8,61.64,76.2,-12.08,-12.86,1.06,2.33,2.46,15.92,11.62,21.39,2.88,118.36,21.18,0.14,83.68,99.74,137.84,1.13,2,1
Aplab,517096,,Electronics - Components,83.6,92.72,32.91,64.84,9.15,0,2.56,127,34.47,0,65.31,100,60,31.03,26.32,23.81,25.48,40,-0.87,83.01,154.65,-2.22,1.48,-19.85,8198,0.07,96.43,57.06,93.74,57.06,66.61,82.34,-10.82,-31.75,2.93,5.58,0.72,14.67,1.95,,1.87,23.51,21.95,0.21,89.62,107.78,148.95,1.19,1,0
